Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
Cleveland Medical Supply LLC,Cleveland Medical Supply LLC,Grower,GAAA-H99R-LMK9,2023-07-18,Cleveland,LEXINGTON,,73051,(314) 707-6963,growco580@gmail.com,N/A
"Oran Holdings, Inc.",Oran Holdings,Grower,GAAA-DL7P-H38W,2023-07-18,Kiowa,Mountain View,,73062,(972) 626-1580,dewey@oranholdings.com,8 am to 5 pm
JC KING GROWER LLC,JC KING GROWER LLC,Grower,GAAA-CBAL-I7W8,2023-07-18,Nowata,SOUTH COFFEYVILLE,183 EW 02 RD,74072,(405) 838-1168,omnistr@icloud.com,8-5
THANH HANG LLC,THANH HANG LLC,Grower,GAAA-WU9W-1LMS,2023-07-18,Comanche,LAWTON,15601 SE LEE BLVD,73501,(714) 869-4645,licenseandpermit@gmail.com,7am - 10am
Golden Lucky Grower LLC,Golden Lucky Grower LLC,Grower,GAAA-Z0T1-8LRQ,2023-07-19,Okfuskee,Boley,,74829,(405) 488-5736,goldenvalleyllc888@gmail.com,10AM - 5PM
SWEET TOMATO INC,SWEET TOMATO,Grower,GAAA-8A7A-EM46,2023-07-19,Cleveland,LEXINGTON,15095 168TH ST,73051,(513) 898-0213,sweettomatoinc@gmail.com,09:00am-05:00pm m-f
Hmoob farm inc,Hmoob farm,Grower,GAAA-YVFE-5TTK,2023-07-19,Le Flore,Shady point,29950 dog creek road,74956,(864) 316-9679,yep.okla@gmail.com,8-5
Giggle Bush Farms L.L.C.,Giggle Bush Farms L.L.C.,Grower,GAAA-UMB8-F2HQ,2023-07-19,Bryan,Cartwright,,74731,(580) 931-7536,gigglebushfarmsllc@gmail.com,N/A
Sweet Leaf Gardens LLC,Sweet Leaf Gardens LLC,Grower,GAAA-N3QZ-HZFI,2023-07-19,Mayes,Locust Grove,9725 South 445 Road,74352,(918) 803-3564,sweetleafgardensoklahoma@gmail.com,M-F 9-5 or as needed for company operations
Photon Lighting LLC,Photon Lighting LLC,Grower,GAAA-XEMF-OVNS,2023-07-19,Logan,Edmond,,73034,(405) 210-0083,photonlightingmmj@gmail.com,N/A
"Green Prosperity Growers, LLC","Green Prosperity Growers, LLC",Grower,GAAA-CCY8-G8C7,2023-07-19,Delaware,Jay,,74346,(312) 919-3492,greenprosperityllc@gmail.com,9-5pm
"Rainy Daze Grow, LLC","Rainy Daze Grow, LLC",Grower,GAAA-B9K1-GZYS,2023-07-20,Pontotoc,Roff,,74865,(405) 762-9653,3budsgrow@gmail.com,
"Fortune Green Grow, LLC","Fortune Green Grow, LLC",Grower,GAAA-E3NO-7NSV,2023-07-20,Pittsburg,McAlester,,74501,(651) 431-8571,fortunegreen.grow@gmail.com,9-5pm
"ALB 88, LLC","ALB 88, LLC",Grower,GAAA-EVCR-3LUC,2023-07-20,Okmulgee,Henryetta,24833 South 200th Road,74437,(773) 620-1316,alb88llc@gmail.com,M-F 9-5 or as needed for company operations
Budacious LLC,Budacious LLC,Grower,GAAA-3CYU-79Q2,2023-07-20,Pittsburg,Kiowa,,74553,(580) 239-2910,budaciousok@gmail.com,9-9
URBAN ELMORE LLC,URBAN ELMORE LLC,Grower,GAAA-D3SP-8S59,2023-07-20,Garvin,ELMORE CITY,,73433,(917) 373-6889,urbanelmorellc@gmail.com,10AM -5PM
"Polar Lights, LLC",Polar Lights,Grower,GAAA-Z9Z1-WK47,2023-07-20,Creek,Bristow,,74010,(929) 213-3942,polarlightsllc@outlook.com,M - F 10:00 a.m. to 6:00 p.m.
FIELDS AMAZING LLC,FIELDS AMAZING LLC,Grower,GAAA-7VWF-KE07,2023-07-20,Caddo,ANADARKO,,73005,(405) 838-1168,c4058381168@gmail.com,N/A
Greenhand LLC,Greenhand LLC,Grower,GAAA-0J8U-6NM8,2023-07-20,Seminole,Seminole,,74868,(469) 418-1016,greenhandsllc420@gmail.com,N/A
Clear Primary Success LLC,Clear Primary Success,Grower,GAAA-QYB0-RJ2D,2023-07-20,McClain,Wayne,,73095,(405) 243-1547,pgt16888@gmail.com,8:00 am-5:00 pm
L&L MAGIC GROWER LLC,L&L MAGIC GROWER LLC,Grower,GAAA-KNMQ-YBFK,2023-07-21,Kay,BLACKWELL,,74631,(908) 787-5698,magicgrower0822@gmail.com,N/A
Green Pinewood LLC,Green Pinewood LLC,Grower,GAAA-IN59-44KV,2023-07-21,Garvin,Lindsay,,73052,(626) 283-2986,greenpinewoodllc@outlook.com,10AM -5PM
"Triangle, LLC","Triangle, LLC",Grower,GAAA-AMJ8-KTJN,2023-07-21,Seminole,Okemah,,74859,(206) 483-4171,trianglellc420@gmail.com,10am-4pm
CK GREEN INC,CK GREEN,Grower,GAAA-EPZH-6ASN,2023-07-21,Pontotoc,STRATFORD,2230 county road 1500,74872,(916) 266-1113,ckgreeninc001@gmail.com,09:00am - 05:00pm
"G & B CANNABIS FARMS, LLC","G & B CANNABIS FARMS, LLC",Grower,GAAA-UFKG-72WH,2023-07-21,Grady,RUSH SPRINGS,,73082,(917) 880-4339,gandbcannabisfarms@gmail.com,N/A
Grand Growth LLC,Grand Growth LLC,Grower,GAAA-ZX4Z-9FVE,2023-07-21,Pottawatomie,Prague,,74864,(405) 604-7270,greatg2205@gmail.com,N/A
Clone King OKUSA LLC,Clone King OKUSA LLC,Grower,GAAA-VTZP-9IS4,2023-07-21,Okmulgee,Henryetta,,74437,(201) 707-8705,rajsach903@gmail.com,M-F 9-5 or as needed for company operations
NEPTUNE PLANET LLC,NEPTUNE PLANET LLC,Grower,GAAA-XMYS-6WUL,2023-07-22,Beckham,ERICK,,73645,(580) 243-8525,krystalzeng95@gmail.com,N/A
WEEDE TONKAWA LLC,WEEDE TONKAWA LLC,Grower,GAAA-ICB5-ELZU,2023-07-22,Kay,TONKAWA,,74653,(405) 838-1168,cqs74653@gmail.com,N/A
XHU LLC,XHU LLC,Grower,GAAA-3EWG-BN80,2023-07-22,Oklahoma,Oklahoma City,1217 Linwood Boulevard,73106,(405) 887-1998,xhullc.linwood@gmail.com,N/A
"LAIRD CANNABIS, LLC","LAIRD CANNABIS, LLC",Grower,GAAA-7SFJ-47NW,2023-07-22,Johnston,MANNSVILLE,434 W. BROADWAY ST,73447,(580) 316-1234,info@lairdcannabis.com,9AM-5PM
ZEE FARM LLC,ZEE FARM LLC,Grower,GAAA-1DW1-7JNO,2023-07-22,Muskogee,HASKELL,3267 N 204TH ST W,74436,(612) 559-7853,zeefarmllc@gmail.com,9-5
"Purdue Farm, LLC","Purdue Farm, LLC",Grower,GAAA-J60X-515A,2023-07-22,Muskogee,Muskogee,,74401,(646) 717-7463,purduefarmllc@gmail.com,9-5pm
AVATAR GARDEN LLC,AVATAR GARDEN LLC,Grower,GAAA-PAC1-VO01,2023-07-25,Cherokee,HULBERT,11389 W 650 RD,74441,(918) 908-3848,avatargardenllc@gmail.com,8-5
"Mani's Farms, LLC",Mani's Farms,Grower,GAAA-EIMS-CXE4,2023-07-25,Delaware,Colcord,,74338,(208) 313-9951,manis.farms@gmail.com,Normal 8-5.
Weed Be Blowin Smoke Inc.,Weed Be Blowin Smoke Inc.,Grower,GAAA-RIZU-IUSX,2023-07-25,Oklahoma,OKLAHOMA CITY,4425 SW 34TH ST,73119,(405) 493-9317,kaylee@lutherindustries.com,N/A
Clapped out gardens,Clapped out gardens,Grower,GAAA-22LV-LTZU,2023-07-25,Cleveland,Oklahoma City,,73165,(405) 517-7765,redchevysport@aol.com,N/A
"Giant Awakening, LLC",Fire Catcher Farms,Grower,GAAA-XQ38-ZKO7,2023-07-25,Adair,Westville,66097 South 4720 Road,74965,(918) 528-5278,ryanb@firecatcherfarms.com,M-F 9-5 or as needed for company operations
JWJ ANDY LLC,JWJ ANDY LLC,Grower,GAAA-O88D-P51T,2023-07-25,Bryan,MEAD,,73449,(609) 933-0321,jielin73449@gmail.com,N/A
A-GRAM A-NUGZ LLC,A-GRAM A-NUGZ LLC,Grower,GAAA-HAGK-WLY1,2023-07-25,Le Flore,McCurtain,,74944,(612) 599-0812,eyang5103@gmail.com,9-5
LeeY,LYang Grows,Grower,GAAA-KPTK-V7NV,2023-07-25,Coal,Coalgate,,74530,(918) 645-7553,leeyaj2019@gmail.com,N/A
Organic Green Goddess LLC,Organic Green Goddess LLC,Grower,GAAA-PLY1-RLOC,2023-07-25,Muskogee,Porum,104 E Muskogee Ave,74455,(678) 908-5536,organicggoddess@gmail.com,N/A
FORESTRY PLANTATION LLC,FORESTRY PLANTATION LLC,Grower,GAAA-8WLB-QVEI,2023-07-25,Woodward,MOORELAND,,73852,(580) 273-8388,dianlin11888@gmail.com,N/A
Supa Stiky LLC,Supa Stiky LLC,Grower,GAAA-U0JM-E866,2023-07-25,Garvin,Stratford,13572 HWY 177,74872,(916) 600-8911,genvisonhong@gmail.com,N/A
Exquisite Flowers LLC,Exquisite Flowers LLC,Grower,GAAA-U98R-WOL3,2023-07-26,Kingfisher,Crescent,,73028,(702) 545-5600,exquisiteflowers22@gmail.com,N/A
MAJE FARM INC,MAJE FARM,Grower,GAAA-4F75-GDS2,2023-07-26,Kingfisher,KINGFISHER,23793 E 804 RD,73750,(646) 327-0961,majefarminc@gmail.com,09:00AM - 05:00PM
EVERYDAY FARMERS INC,EVERYDAY FARMERS,Grower,GAAA-G3Q0-RNEQ,2023-07-26,Pottawatomie,EARLSBORO,49502 RIVER RD,74840,(405) 777-3383,everydayfarmersinc@gmail.com,09:00am-05:00pm
Burgos Nutri systems LLC,Burgos Nutri systems LLC,Grower,GAAA-IVW8-6AYF,2023-07-26,Okmulgee,Okmulgee,9468 State Hwy. 52,74447,(918) 938-0908,burgosnutri@gmail.com,9:00 am - 5:00 pm Mon-Fri
ALEX BEN LLC,ALEX BEN LLC,Grower,GAAA-SK2N-F82L,2023-07-26,Le Flore,SPIRO,,74959,(479) 438-3466,medvidalex@yahoo.com,N/A
FCD Farms LLC,FCD Farms LLC,Grower,GAAA-RCL4-ODYD,2023-07-26,Logan,Edmond,,73034,1 (405) 562-3988,fullcircledispo@gmail.com,Monday thru Sunday 9am to 5pm
LIN 31477 LLC,LIN 31477 LLC,Grower,GAAA-4EUB-IKG4,2023-07-26,McClain,WAYNE,,73095,(917) 755-1317,lin31477okc@gmail.com,9AM-5PM
Fortune Grassland LLC,Fortune Grassland LLC,Grower,GAAA-8527-XEPP,2023-07-26,Stephens,DUNCAN,,73533,(406) 403-4127,fortunegrassland@outlook.com,N/A
"GHOK, LLC","GHOK, LLC",Grower,GAAA-4SFX-LKG0,2023-07-26,Carter,Ardmore,3007 Quail Road,73401,(860) 365-9898,okghllc@gmail.com,8-5
"Medicinal Gems Farm, LLC","Medicinal Gems Farm, LLC",Grower,GAAA-A46Y-LONF,2023-07-27,Delaware,Jay,51361 US Highway 59,74346,(907) 242-8272,mtxiong@outlook.com,M-F 9-5 or as needed for company operations
"What Dreams May Come, LLC",Dank On Demand,Grower,GAAA-KUWP-GPSF,2023-07-27,Jackson,Blair,15462 S County Road 205,73526,(580) 471-2698,wdmcllc@gmail.com,9-3
SUMMIT GENETICS LLC,SUMMIT GENETICS LLC,Grower,GAAA-O9RN-GWIM,2023-07-27,Tulsa,TULSA,,74120,(918) 619-6272,pamj@summgen.com,9-5
"StateLine Fine Cannabis, LLC","StateLine Fine Cannabis, LLC",Grower,GAAA-EV6D-FEO8,2023-07-27,Bryan,Colbert,,74733,(972) 872-5584,fordmann04@yahoo.com,N/A
"Green Tree Growers Inc, LLC","Green Tree Growers Inc, LLC",Grower,GAAA-FX0O-UGZX,2023-07-27,Cleveland,Oklahoma City,,73135,(405) 409-6456,brent@timberscapes.net,N/A
HERBAL LEAF LLC,HERBAL LEAF LLC,Grower,GAAA-TEYJ-II0K,2023-07-27,Cherokee,TAHLEQUAH,17733 E 680 RD,74464,(248) 505-0981,herballeafllc@gmail.com,9-5
"Prosperity Brothers, LLC","Prosperity Brothers, LLC",Grower,GAAA-SAMJ-G2M0,2023-07-27,Haskell,Quinton,,74561,(651) 890-6542,prosperitybros.llc@gmail.com,8-5pm
SUNNY HIGHRISE LLC,SUNNY HIGHRISE LLC,Grower,GAAA-GYMX-V1WY,2023-07-27,Pontotoc,ADA,,74820,(917) 932-5091,yuepontotoc3588@gmail.com,N/A
CQL BRANCE LLC,CQL BRANCE LLC,Grower,GAAA-MCRN-Y91G,2023-07-27,Beckham,Sayre,,73662,(405) 766-1077,c4058381168@gmail.com,N/A
Dynamic Frontier LLC,Dynamic Frontier,Grower,GAAA-L448-OAGX,2023-07-27,Lincoln,Stroud,,74079,(405) 837-7538,pgt16888@gmail.com,10am-5pm
A&E GROWING LLC,A&E GROWING LLC,Grower,GAAA-7WUC-X8LI,2023-07-28,Garvin,Lindsay,,73052,(872) 214-9470,aegrowingllc@gmail.com,9:00-5:00
"Space Lettuce, LLC","Space Lettuce, LLC",Grower,GAAA-1GXF-JPZY,2023-07-28,Muskogee,Warner,1001 Warmac St,74469,(808) 385-0636,artistoconnor@yahoo.com,
PIRANHA PRODUCTION CO. LLC,PIRANHA PRODUCTION CO. LLC,Grower,GAAA-ZHKA-14SK,2023-07-28,Tulsa,Collinsville,14218 East 126 Street North,74021,(470) 292-6263,ian@piranhaproductionco.com,7A-5P
"GOLDEN BUTTERFLY FARM, LLC","GOLDEN BUTTERFLY FARM, LLC",Grower,GAAA-9PT0-HT1C,2023-07-28,Pottawatomie,WANETTE,,74878,(530) 832-8989,goldenbutterflyfarm@gmail.com,N/A
Power 888 LLC,Power 888 LLC,Grower,GAAA-XAZ3-EVX3,2023-07-28,Lincoln,Stroud,,74079,(646) 392-3669,power888llc@outlook.com,10AM -5PM
"White Sage Horticultural Services, LLC",White Sage Horticultural Services LLC,Grower,GAAA-256L-HFWG,2023-07-28,Osage,Skiatook,,74070,(918) 895-5957,whitesagehs@gmail.com,8am-5pm
"ThanhDat, LLC",ThanhDat,Grower,GAAA-I2FV-ZQAJ,2023-07-28,Hughes,Holdenville,3074 N 372 RD,74848,(504) 615-6575,quocdatllc@gmail.com,Mon - Fri 8:00 am to 5:00 pm
"Oran Holdings, Inc.",Oran Holdings,Grower,GAAA-Y55A-KR0Z,2023-07-28,Logan,Guthrie,,73044,(972) 626-1580,dewey@oranholdings.com,8 am to 5 pm
Glow Cultivation OK LLC,Glo Cultivation,Grower,GAAA-7P0W-YTN6,2023-07-29,Muskogee,Boynton,,74422,(817) 913-7531,michael@gloluv.com,N/A
HELLOFRESH FARM INC,HELLOFRESH FARM,Grower,GAAA-2S7K-M9JK,2023-07-29,Grady,ALEX,2632 County Street 2970,73002,(626) 366-3202,hellofreshfarminc@gmail.com,09:00am - 05:00pm
"Viking Gardens, LLC","Viking Gardens, LLC",Grower,GAAA-YPUE-95HG,2023-07-29,Logan,Coyle,,73027,(773) 383-1422,vikinggardens5@gmail.com,N/A
Still's Cannico LLC,Still's Cannico LLC,Grower,GAAA-9PB5-8CKJ,2023-07-29,Okfuskee,"Weleetka,",,74880,(580) 509-9089,stillstacy22@gmail.com,9:00am to 5:00pm
Sona Genetix LLC,Sona Genetix LLC,Grower,GAAA-BG0G-PMWY,2023-08-01,Tulsa,Tulsa,11111 E 56th St,74146,(562) 399-1099,sonagenetix@gmail.com,24 hours
SYXW LLC,SYXW LLC,Grower,GAAA-NP5P-PEOM,2023-08-01,Kay,Blackwell,,74631,(646) 338-9388,xyxw52022@gmail.com,N/A
X Generation 44 LLC,X Generation 44 LLC,Grower,GAAA-V7TC-QYJU,2023-08-01,Pottawatomie,Shawnee,,74801,(405) 323-7777,xgeneration441983@gmail.com,10:00 AM - 10:00 PM
Ka Thor,L & V Sunshine Growing,Grower,GAAA-J0RW-G6D0,2023-08-01,Pottawatomie,Asher,,74826,(813) 703-5493,landvsunshine@gmail.com,N/A
CMK Homestead LLC,CMK Homestead LLC,Grower,GAAA-7BS0-CZ49,2023-08-01,Grady,Tuttle,,73089,(719) 717-2459,tuttlepropmanagement@gmail.com,N/A
GOLDFISH FARM INC,GOLDFISH FARM,Grower,GAAA-YNZ2-S6P6,2023-08-01,Creek,DEPEW,44118 W 261ST STREET,74028,(917) 808-5055,goldfishfarminc@gmail.com,09:00 AM - 05:00 PM
Altai SE Grow LLC,Altai Legacy Farm,Grower,GAAA-629A-T5I3,2023-08-01,Love,Marietta,,73448,(972) 955-0263,jason@altailegacy.com,Monday - Friday 9am to 5pm
"Blossom Hill, LLC",Blossom Hill,Grower,GAAA-LFST-L1B0,2023-08-01,McClain,Wayne,30943 163rd St,73095,(702) 768-9957,judy89113@yahoo.com,9:00AM - 5:00PM
"Eternal Grow, LLC",Eternal Grow,Grower,GAAA-8PLI-RV0J,2023-08-01,McClain,Wayne,30991 163rd St,73095,(405) 772-8299,eternalpower2500@gmail.com,9:00am-5:00 pm
High Life Hempz L.L.C.,High Life Hempz L.L.C.,Grower,GAAA-71PB-KL5R,2023-08-01,Choctaw,Soper,1431 N 4125 Rd,74759,(405) 922-3129,highlifehempz@gmail.com,N/A
FA GREEN FARM LLC,FA GREEN FARM,Grower,GAAA-YIH2-35GT,2023-08-01,Muskogee,MUSKOGEE,,74403,(626) 277-6068,andyyang0405@gmail.com,N/A
Green Paradise Garden LLC,Green Paradise Garden LLC,Grower,GAAA-76SB-I4YV,2023-08-02,Garvin,Pauls Valley,,73075,(405) 888-7709,greenparadisegardenllc@outlook.com,10AM -5PM
Everlasting Spring LLC,Everlasting Spring LLC,Grower,GAAA-WHQ0-6JRU,2023-08-02,Haskell,Keota,508 NW 5th St,74941,(909) 655-7181,everlastingspring22@gmail.com,M-Sat 8am-6pm
Ream Farm LLC,Ream Farm LLC,Grower,GAAA-T2ZE-JJUL,2023-08-02,Canadian,El Reno,4355 S Radio Road,73036,(720) 470-5592,reamfarmllc@yahoo.com,M-F 10:00AM-6:00PM
TCP LLC,TCP LLC,Grower,GAAA-U1S8-X9CS,2023-08-02,Tulsa,GLENPOOL,15055 S ELWOOD AVE SUITE 100-105,74033,(918) 998-8258,licenseandpermit@gmail.com,7am - 9pm
BLOOMINGDALE FARM INC,BLOOMINGDALE FARM,Grower,GAAA-Z7WM-CX1J,2023-08-02,Kingfisher,KINGFISHER,23811 E 804 RD,73750,(646) 573-6563,bloomingdalefarminc@gmail.com,09:00AM-05:00PM
Arboles Green LLC,Arboles Green LLC,Grower,GAAA-0A6V-S9PQ,2023-08-03,Payne,Yale,,74085,(504) 701-0644,arbolesgreenllc@gmail.com,N/A
Jay Packs Consulting LLC,Jay Packs Consulting LLC,Grower,GAAA-ZXSK-LZ2S,2023-08-03,Logan,Edmond,8600 W. Simpson Rd.,73025,(760) 403-5494,shawn@ietrans.com,24/7
BRIDGE OCEAN LLC,BRIDGE OCEAN LLC,Grower,GAAA-6YHG-ZSB4,2023-08-03,Garvin,LINDSAY,,73052,(214) 809-9515,sigary138@gmail.com,9am - 5pm
FORTUNE GROW LLC,FORTUNE GROW LLC,Grower,GAAA-X8DA-U70X,2023-08-03,Craig,VINITA,31511 S HIGHWAY 82,74301,(646) 844-2066,fortunegrowllc2022@gmail.com,N/A
Old School Cure LLC,Old School Cure LLC,Grower,GAAA-1JCG-CV7F,2023-08-03,Logan,Guthrie,,73044,(405) 830-8805,oldschoolcure.okc@gmail.com,9:00am to 5:00pm
"West Wing Wood, LLC","West Wing Wood, LLC",Grower,GAAA-ZNTL-GPZE,2023-08-03,Okmulgee,Henryetta,25499 S 200 Rd,74437,(918) 978-8688,naotouavang@gmail.com,9AM - 5 PM
"Cookie Farm, LLC","Cookie Farm, LLC",Grower,GAAA-A5V0-J2SV,2023-08-03,Logan,Edmond,11884 S Sooner Rd,73034,(404) 514-6626,hanhton01@yahoo.com,N/A
Terpnerd LLC,Terpnerd,Grower,GAAA-J8Y0-7FK7,2023-08-03,Le Flore,Poteau,,74953,(918) 571-6859,darionmellado@gmail.com,
HIGHLIGHT LOGAN LLC,HIGHLIGHT LOGAN LLC,Grower,GAAA-73JR-U6JI,2023-08-04,Logan,EDMOND,,73034,(646) 359-2600,c4058381168@gmail.com,
Big Harvest Land LLC,Big Harvest Land LLC,Grower,GAAA-8DFE-X42C,2023-08-04,Payne,YALE,,74085,(916) 883-6688,bigharvestlandllc@gmail.com,N/A
Aloha Product Company LLC,Aloha Product Company LLC,Grower,GAAA-FDBV-5H0F,2023-08-04,Oklahoma,Edmond,,73034,(909) 973-9887,beetbox69@gmail.com,N/A
Marvelous Farms Inc,Marvelous Farms Inc,Grower,GAAA-U2D3-3PCU,2023-08-04,Wagoner,Broken Arrow,25163 E 31st Street,74014,(918) 710-0174,kyle.marvelousfarms@gmail.com,N/A
"Bull Thistle Farm, LLC","Bull Thistle Farm, LLC",Grower,GAAA-AW7D-THSU,2023-08-04,Okfuskee,Castle,,74833,(918) 527-3400,lisacoale61@gmail.com,to be determined
MUS Farm LLC,MUS Farm LLC,Grower,GAAA-Q78W-3DZ3,2023-08-04,Oklahoma,Muskogee,,74403,(405) 823-5029,musfarm0622@gmail.com,N/A
Great Glean LLC,Great Glean LLC,Grower,GAAA-CYHD-FWC7,2023-08-04,Lincoln,WELLSTON,,74881,(469) 933-4299,greatgleanllc@gmail.com,N/A
Leading Universe LLC,Leading Universe,Grower,GAAA-RRYA-X87J,2023-08-04,Oklahoma,Oklahoma City,,73107,(405) 919-2896,pgt16888@gmail.com,10am-9pm
"Vang24, LLC","Vang24, LLC",Grower,GAAA-HTQZ-NS29,2023-08-05,Bryan,Durant,119 Church Road,74701,(469) 279-3431,vang24oklahoma@gmail.com,9am-5pm Monday - Friday
1406 BROADWAY LLC,1406 BROADWAY LLC,Grower,GAAA-CQ3K-HCPS,2023-08-05,Pontotoc,ADA,1911 A ST,74820,(580) 399-7619,trkanuch@gmail.com,N/A
NEW GOOD HARVEST 999 LLC,NEW GOOD HARVEST 999 LLC,Grower,GAAA-HTS5-OK6R,2023-08-05,Major,Chester,,73838,(646) 280-0833,c4058381168@gmail.com,N/A
SUNNY GOLD FLOWER LLC,SUNNY GOLD FLOWER LLC,Grower,GAAA-5D15-E1O6,2023-08-05,Jefferson,Ringling,,73456,(510) 398-2888,c4058381168@gmail.com,
"Rooted Aeroponics, LLC","Rooted Aeroponics, LLC",Grower,GAAA-753R-50X8,2023-08-05,Muskogee,Muskogee,,74401,(918) 892-6951,jordanslauter94@yahoo.com,N/A
PAULS FARM LLC,PAULS FARM LLC,Grower,GAAA-41B4-UHPN,2023-08-05,Cleveland,PAULS VALLEY,13783 N COUNTY ROAD 3295,73051,(929) 426-2329,13783paulsfarm@gmail.com,N/A
Indo's Ponderosa LLC,Indo's Ponderosa LLC,Grower,GAAA-Z3VJ-X1C3,2023-08-08,McIntosh,Checotah,110180 Old Highway 69,74426,(214) 422-1077,indosponderosallc@gmail.com,8-5 pm
"Exotic Grow Cultivators, LLC","Exotic Grow Cultivators, LLC",Grower,GAAA-DSJP-15UI,2023-08-08,Oklahoma,OKLAHOMA CITY,,73109,(214) 732-5984,exoticcultivators@gmail.com,N/A
VS Clones LLC,VS Clones LLC,Grower,GAAA-99ZT-H7U6,2023-08-08,Haskell,Stigler,30332 s. VFW RD,74462,(918) 351-4031,billyj_35@yahoo.com,9-5
"JW Dynasty, LLC","JW Dynasty, LLC",Grower,GAAA-8UEK-ETT2,2023-08-08,Kay,Ponca City,,74604,(516) 666-7666,jwdynasty.llc@gmail.com,9-5pm
Solar Green LLC,Solar Green,Grower,GAAA-9H1D-UDZY,2023-08-08,Caddo,Cyril,,73029,(929) 208-9077,solargreenllc@proton.me,10am-9pm
"Greening Out, LLC","Greening Out, LLC",Grower,GAAA-DVXT-70T4,2023-08-08,Mayes,Locust Grove,,74352,(510) 289-2233,greening.out.llc@gmail.com,9-5pm
"SUN GLOW FARMS, LLC","SUN GLOW FARMS, LLC",Grower,GAAA-TYIH-4MEZ,2023-08-09,Stephens,FOSTER,,73434,(405) 617-3858,sunglowfarmsllc@gmail.com,N/A
Nature Boys Farms LLC,Nature Boys Farms LLC,Grower,GAAA-0DGL-HZ7H,2023-08-09,Logan,Guthrie,,73044,(313) 949-1703,candyapple0520@gmail.com,
GORILLA GANG GENETICS LLC,GORILLA GANG GENETICS LLC,Grower,GAAA-V8YS-EV8D,2023-08-09,Delaware,afton,26848 s 540 RD,74331,(918) 508-8775,blastoffsolutions@gmail.com,N/A
Green Power 3595 LLC,Green Power 3595 LLC,Grower,GAAA-N0SL-NLBU,2023-08-09,Cleveland,Norman,3595 East State Hwy 9,73071,(312) 774-1870,gpteam3595@gmail.com,8am-9pm
SPARKLING MOONLIGHT LLC,SPARKLING MOONLIGHT LLC,Grower,GAAA-C1AU-6BQ0,2023-08-09,Logan,Guthrie,,73044,(580) 272-7883,sparklingmoonlight888@gmail.com,M - F 8AM to 6PM
Greenlux Green LLC,Greenlux Green,Grower,GAAA-CQ0V-61JG,2023-08-09,Washita,Cordell,,73632,(312) 217-3738,greenluxgreenllc@proton.me,10am-5pm
BS Hydro Farms LLC,BS Hydro Farms LLC,Grower,GAAA-7NCA-0MFZ,2023-08-09,Delaware,Jay,,74346,(918) 200-5600,benjamin.scott.sellers@gmail.com,9-9
12221 Garden LLC,12221 Garden LLC,Grower,GAAA-X6KU-2TWI,2023-08-09,Pontotoc,Ada,12221 County Road 1520,74820,(405) 887-1998,johnnyhy168@icloud.com,10:00 a.m. - 2:00 p.m.
VILLA FARM INC,VILLA FARM,Grower,GAAA-FD2J-JL88,2023-08-09,Atoka,ATOKA,7604 E WINDY LANE,74525,(405) 370-4328,villafarminc@gmail.com,09:00 AM - 05:00 PM
"GREEN BELL FARMS, LLC","GREEN BELL FARMS, LLC",Grower,GAAA-A2U9-S6GS,2023-08-10,Bryan,Bennington,36266 State RD 70E,74723,(580) 760-1167,thehippiejointcollective@gmail.com,N/A
"QGrade Organics, LLC",QGrade Organics,Grower,GAAA-AMWY-5VRS,2023-08-10,Delaware,Colcord,,74338,(703) 303-8424,qgrade.organics@gmail.com,8am -5pm
"Rogers Grow, LLC",Rogers Grow,Grower,GAAA-7RF4-L3TV,2023-08-10,Cleveland,Noble,,73068,(281) 944-9660,lauren@r1partners.com,N/A
EHRICH KUSH LLC,EHRICH KUSH LLC,Grower,GAAA-6A7B-TUYF,2023-08-10,Okfuskee,WELEETKA,,74880,(405) 838-1168,c4058381168@gmail.com,N/A
"Lucky Zou Green, LLC","Lucky Zou Green, LLC",Grower,GAAA-LQLZ-3EVF,2023-08-10,Muskogee,Boynton,,74422,(918) 978-0345,luckyzougreen@gmail.com,9-5pm
Alexander Genetics,Alexander Genetics,Grower,GAAA-VRJ0-YEA4,2023-08-10,Lincoln,Wellston,870344 3330 Road,74881,(405) 213-7478,alexandergenetics@gmail.com,0800-1700
GOLDEN FIELD GROW LLC,GOLDEN FIELD GROW LLC,Grower,GAAA-WLIC-H7D1,2023-08-10,Pawnee,TERLTON,368900 E 5700 RD,74081,(626) 620-9247,xyhuang2022@gmail.com,N/A
"Shadow Rogers Agricultural, LLC",Shadow Rogers Agricultural,Grower,GAAA-G0G9-2MR4,2023-08-10,Cleveland,Noble,,73068,(281) 944-9660,lauren@r1partners.com,N/A
No 7 Cannabis Co,No 7 Cannabis Co,Grower,GAAA-WBEB-2S06,2023-08-10,Cleveland,Moore,1005 Messenger Ln,73160,(405) 250-4971,aragon.chad@yahoo.com,N/A
"Rocky Top Farms, LLC","Rocky Top Farms, LLC",Grower,GAAA-7WMG-2TX0,2023-08-10,Muskogee,Webbers Falls,,74470,(951) 808-2061,linhvothuynguyen@yahoo.com,N/A
SSG Enterprise LLC,SSG Enterprise LLC,Grower,GAAA-K8YP-OR6D,2023-08-10,Oklahoma,Oklahoma City,,73141,(360) 255-1380,skystandardokc@gmail.com,9:00am to 5:00pm
